epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,47.0248,0.73838,1.0089,0.83846,0.99301,0.41894,0.96007,0.78356,0.52445,2.05361,0.83887,0.000400499,0.000400499,0.000400499
15,50.143,0.70295,0.94674,0.83535,0.98873,0.58399,0.96987,0.79606,0.47659,1.53232,0.82328,0.000401877,0.000401877,0.000401877
16,53.301,0.70325,0.91217,0.83963,0.98429,0.74841,0.97582,0.7999,0.46549,1.39761,0.81583,0.000390868,0.000390868,0.000390868
17,56.4357,0.73248,0.91303,0.83414,0.9832,0.81863,0.97699,0.79939,0.48241,1.30637,0.82028,0.000379859,0.000379859,0.000379859
18,59.5782,0.67827,0.89024,0.83322,0.95171,0.86686,0.97566,0.81349,0.46673,0.8311,0.82541,0.00036885,0.00036885,0.00036885
19,62.7303,0.65478,0.80575,0.8276,0.95163,0.94283,0.98034,0.81205,0.45046,0.70026,0.819,0.000357842,0.000357842,0.000357842
20,65.9184,0.65659,0.78444,0.82632,0.96872,0.95812,0.98258,0.81415,0.43337,0.71419,0.81591,0.000346833,0.000346833,0.000346833
21,69.1256,0.67925,0.81808,0.82543,0.97356,0.97139,0.98306,0.82246,0.42903,0.7224,0.81702,0.000335824,0.000335824,0.000335824
22,72.3482,0.65961,0.76635,0.81674,0.97487,0.97708,0.9835,0.81762,0.48445,0.73839,0.83186,0.000324815,0.000324815,0.000324815
23,75.5609,0.63655,0.73415,0.81829,0.97596,0.97173,0.98367,0.8215,0.47514,0.82233,0.83168,0.000313806,0.000313806,0.000313806
24,78.7909,0.64259,0.7254,0.82049,0.97928,0.98002,0.98447,0.81379,0.44013,0.55033,0.81367,0.000302798,0.000302798,0.000302798
25,81.9771,0.61606,0.72991,0.8288,0.9738,0.97234,0.98596,0.82775,0.41666,0.45118,0.80883,0.000291789,0.000291789,0.000291789
26,85.1853,0.60425,0.71063,0.82183,0.97695,0.97576,0.98612,0.8347,0.40138,0.48322,0.81158,0.00028078,0.00028078,0.00028078
27,88.4559,0.59234,0.66173,0.81139,0.98051,0.97772,0.98637,0.82537,0.39877,0.47727,0.81219,0.000269771,0.000269771,0.000269771
28,91.8048,0.60033,0.67111,0.81322,0.97737,0.98488,0.98784,0.83731,0.39188,0.45341,0.81164,0.000258762,0.000258762,0.000258762
29,96.0241,0.61167,0.68506,0.81715,0.97795,0.9829,0.98816,0.84185,0.3802,0.39363,0.80738,0.000247754,0.000247754,0.000247754
30,100.599,0.60465,0.66922,0.81873,0.96586,0.98642,0.98836,0.84165,0.367,0.38125,0.80506,0.000236745,0.000236745,0.000236745
31,105.106,0.61211,0.66525,0.81448,0.96493,0.98239,0.98856,0.84757,0.37395,0.38419,0.80544,0.000225736,0.000225736,0.000225736
32,109.748,0.61431,0.64916,0.81656,0.98111,0.97623,0.98839,0.84375,0.38286,0.35607,0.80807,0.000214727,0.000214727,0.000214727
33,114.354,0.5981,0.64067,0.81494,0.97704,0.98151,0.9881,0.85029,0.36856,0.3712,0.80812,0.000203718,0.000203718,0.000203718
34,118.02,0.58494,0.63274,0.81939,0.98497,0.98295,0.98875,0.85205,0.36523,0.35382,0.8077,0.00019271,0.00019271,0.00019271
35,121.184,0.56957,0.62705,0.81599,0.98548,0.9842,0.98874,0.85419,0.36481,0.3604,0.80776,0.000181701,0.000181701,0.000181701
36,124.361,0.5724,0.63229,0.81294,0.98509,0.98708,0.98891,0.85465,0.35814,0.34323,0.80523,0.000170692,0.000170692,0.000170692
37,127.523,0.57866,0.61258,0.81495,0.98548,0.98566,0.98904,0.85661,0.36812,0.3393,0.80595,0.000159683,0.000159683,0.000159683
38,130.742,0.56255,0.60352,0.81869,0.98383,0.98816,0.98883,0.85296,0.38398,0.33634,0.80732,0.000148674,0.000148674,0.000148674
39,133.911,0.57514,0.60879,0.81285,0.98297,0.98957,0.98907,0.8496,0.3793,0.32718,0.80506,0.000137666,0.000137666,0.000137666
40,137.095,0.57631,0.61232,0.80748,0.98391,0.98926,0.98935,0.85476,0.37359,0.33227,0.80495,0.000126657,0.000126657,0.000126657
41,156.925,0.58873,0.77065,0.81301,0.98352,0.98819,0.98932,0.84753,0.38184,0.39228,0.80521,0.000115648,0.000115648,0.000115648
42,160.058,0.56031,0.7376,0.81093,0.9849,0.98599,0.98887,0.84133,0.39636,0.40646,0.8099,0.000104639,0.000104639,0.000104639
43,163.191,0.57024,0.70985,0.81137,0.98603,0.98767,0.98914,0.85178,0.38028,0.37072,0.8096,9.36304e-05,9.36304e-05,9.36304e-05
44,166.288,0.57147,0.69868,0.80112,0.98523,0.98503,0.98887,0.85147,0.37158,0.36343,0.80706,8.26216e-05,8.26216e-05,8.26216e-05
45,169.379,0.54872,0.67582,0.80654,0.98422,0.98544,0.989,0.85196,0.37114,0.34621,0.8068,7.16128e-05,7.16128e-05,7.16128e-05
46,172.542,0.55575,0.68044,0.80087,0.98375,0.98791,0.98901,0.85408,0.35915,0.31764,0.80537,6.0604e-05,6.0604e-05,6.0604e-05
47,175.611,0.5272,0.63695,0.80351,0.98303,0.98842,0.98891,0.85316,0.35559,0.31461,0.80479,4.95952e-05,4.95952e-05,4.95952e-05
48,178.735,0.52248,0.64053,0.80233,0.98454,0.9883,0.98898,0.85285,0.35797,0.31961,0.80462,3.85864e-05,3.85864e-05,3.85864e-05
49,181.889,0.54174,0.68882,0.80417,0.98556,0.98817,0.98911,0.85505,0.35537,0.31864,0.80348,2.75776e-05,2.75776e-05,2.75776e-05
50,185.068,0.51402,0.67145,0.8029,0.9852,0.98854,0.98917,0.85433,0.3539,0.31809,0.80316,1.65688e-05,1.65688e-05,1.65688e-05
